"Sr","INDEX","DATE","..MAX","..MIN","AW","..R.F","SLP","MSP","DPT","RH","VP"
"2266",42920,1975-03-20,36.3,13.4,10,0,942.85,1009.05,4.6,22,86.5
"2267",42920,1975-03-21,38.1,17.1,9,0,942.4,1008.25,2.35,19.5,73.5
"2268",42920,1975-03-22,37.3,15.6,10,0,943.75,1010.7,8.4,36,110.5
"2269",42920,1975-03-23,34,14.5,11,0,945,1012.1,15.9,57,157.5
"2270",42920,1975-03-24,31.4,15,13,0,945.1,1012.3,9.9,46.5,128
"2271",42920,1975-03-25,31.6,11.3,11,0,945.05,1012.3,1.05,23.5,66.5
"2272",42920,1975-03-26,30.3,9.8,11,0,942.45,1010.05,-1,18,56.5
"2273",42920,1975-03-27,30.9,13,6,0,941.85,1008.4,2.9,21.5,75.5
"2274",42920,1975-03-28,33.2,14.3,6,0,944.6,1010.95,-0.75,15,57.5
"2275",42920,1975-03-29,35.6,14.4,8,0,943.95,1010.15,5.4,26.5,91.5
"2276",42920,1975-03-30,36.5,16.4,8,0,943.5,1009.2,1.75,16.5,69.5
"2277",42920,1975-03-31,37,19.3,8,0,942.1,1007.65,3.35,18,78.5
"2278",42920,1975-04-01,38.3,16.7,7,0,942.3,1007.85,-0.6,13.5,48.5
"2279",42920,1975-04-02,39.2,19.1,6,0,942.45,1008.9,1,15,66
"2280",42920,1975-04-03,39.5,14.6,9,0,941.6,1006.5,2.5,13.5,75
"2281",42920,1975-04-04,40.2,19.6,9,0,942.2,1007.95,12.25,32.5,144
"2282",42920,1975-04-05,38.9,22.7,15,0,941.65,1006.75,8.15,22.5,108.5
"2283",42920,1975-04-06,39.5,21.2,15,0,941.55,1006.8,9.05,25,115.5
"2284",42920,1975-04-07,38.5,21.7,21,0,941.6,1007.05,6.95,22.5,100
"2285",42920,1975-04-08,36.4,18.5,13,0,940.8,1007.1,9.5,33,119
"2286",42920,1975-04-09,34.6,17,12,0,939.3,1005.35,11.1,34.5,131.5
"2287",42920,1975-04-10,36.3,18.6,9,0,939.6,1005.15,7.2,26,102
"2288",42920,1975-04-11,37.9,18,9,0,939.85,1005,5.25,18,90.5
"2289",42920,1975-04-12,40.2,21.5,9,0,938.9,1003.5,8,19,108
"2290",42920,1975-04-13,41.1,20.6,10,0,938.25,1003.15,11.2,26.5,134.5
"2291",42920,1975-04-14,39.6,22.4,11,0,937.3,1002.35,14.05,33.5,160.5
"2292",42920,1975-04-15,37.2,18.6,12,0,938.55,1004.15,8.8,32.5,120
"2293",42920,1975-04-16,38,16.7,11,0,940.95,1006.45,5.65,24.5,96
"2294",42920,1975-04-17,38.1,19.7,11,0,941.15,1006.25,2.3,14,72.5
"2295",42920,1975-04-18,39.2,20.3,11,0,940.1,1005.25,6.3,20,96
"2296",42920,1975-04-19,40.2,19.5,10,0,939.25,1004.7,9.6,29,120.5
"2297",42920,1975-04-20,39.3,20.2,13,0,938.9,1003.6,4.85,16,86.5
"2298",42920,1975-04-21,39.4,20,11,0,939.55,1004.25,6.45,18.5,97
"2299",42920,1975-04-22,39.9,20.2,13,0,939.6,1004.35,7.5,21,105
"2300",42920,1975-04-23,40.2,20.4,12,0,940.2,1005.3,6.75,21,99
"2301",42920,1975-04-24,38.8,23,14,0,940.3,1005.6,7.25,22.5,104.5
"2302",42920,1975-04-25,38.2,22.6,19,0,939.45,1004.4,9.05,24.5,116
"2303",42920,1975-04-26,38.4,22.6,15,0,939.9,1004.9,11.7,29,138.5
"2304",42920,1975-04-27,38.9,21.5,15,0,939.35,1004.15,9.15,23.5,119.5
"2305",42920,1975-04-28,39.7,24.4,12,0,937.8,1002.25,5.45,17,90
"2306",42920,1975-04-29,40.4,24.5,11,0,937.85,1002.4,9.95,22.5,122.5
"2307",42920,1975-04-30,40.7,24,15,0,939,1003.75,14.45,31,165
"2308",42920,1975-05-01,40.5,21.5,13,0,938.6,1003.5,12.6,29.5,146.5
"2309",42920,1975-05-02,39.8,21.3,16,0,938.2,1003.5,14.65,37,166.5
"2310",42920,1975-05-03,36.6,21,14,0,938.2,1003.75,16.75,47.5,191
"2311",42920,1975-05-04,35.9,19.7,15,0,939.05,1004.8,16.55,46.5,188
"2312",42920,1975-05-05,36.5,23,17,0,939.2,1004.95,14.4,40,164
"2313",42920,1975-05-06,33.5,26.3,14,0,940.25,1005.9,15.85,42.5,180
"2314",42920,1975-05-07,34.7,24.6,11,0,939.75,1005.15,17.8,45.5,203.5
"2315",42920,1975-05-08,37.2,23.7,19,0,939.9,1005.55,19.45,56,224.5
"2316",42920,1975-05-09,35.9,23.2,19,0,939.2,1004.85,18.25,51.5,209.5
"2317",42920,1975-05-10,36,22,16,0,939.85,1005.55,18.6,50.5,214.5
"2318",42920,1975-05-11,36.6,22.4,17,0,940.5,1006.2,19.25,52.5,223
"2319",42920,1975-05-12,36.3,21.7,18,0,939.3,1004.8,17.25,48.5,198
"2320",42920,1975-05-13,36.8,22.2,19,0,938.8,1004.3,16.35,47,189
"2321",42920,1975-05-14,37.3,23,19,0,939.2,1004.85,17.15,48,197.5
"2322",42920,1975-05-15,35.9,22,21,0,939.45,1005.2,16.3,47.5,187
"2323",42920,1975-05-16,35,22.2,15,0,939.15,1004.9,18.5,52,213
"2324",42920,1975-05-17,36.1,22.8,20,0,939.35,1004.9,16.15,46,187
"2325",42920,1975-05-18,37.2,21.9,18,0,938.75,1004.05,16.85,45,193
"2326",42920,1975-05-19,37.6,20.3,16,0,938.65,1004.05,16.65,47,193.5
"2327",42920,1975-05-20,38,20.6,14,0,937.9,1003.1,15.35,39,174.5
"2328",42920,1975-05-21,38.4,22,18,0,938.45,1003.9,14.45,41,167.5
"2329",42920,1975-05-22,36.6,20.2,21,0,938.3,1003.95,15.8,45.5,181.5
"2330",42920,1975-05-23,35.7,21,18,0,937.3,1003,12.5,41,153
"2331",42920,1975-05-24,36.3,19.9,14,0,937.55,1003.2,14.85,44.5,171
"2332",42920,1975-05-25,36.1,20.3,17,0,939.25,1004.85,11.9,39,148
"2333",42920,1975-05-26,36.3,19,13,0,939.75,1005.45,14.75,43.5,172
"2334",42920,1975-05-27,36,22.1,16,0,938.15,1003.5,17.3,45.5,198.5
"2335",42920,1975-05-28,37.8,22.1,15,0,937.65,1003.9,18.95,61,219
"2336",42920,1975-05-29,39.4,24,11,7.2,939.55,1005.8,21.3,69,253.5
"2337",42920,1975-05-30,37.1,23,8,5.6,938.3,1003.5,19.25,50,223.5
"2338",42920,1975-05-31,37.1,23.6,15,0,936.6,1002.5,19.65,67.5,228.5
"2339",42920,1975-06-01,36.3,21.9,11,3.1,935.45,1001.25,20.3,65.5,239
"2340",42920,1975-06-02,33.4,22.5,18,0,935.3,1000.75,19.3,56,224.5
"2341",42920,1975-06-03,35.1,23,20,0,936.45,1001.85,18.9,53.5,218.5
"2342",42920,1975-06-04,35.6,23,17,0,937.4,1003,19.8,56.5,231
"2343",42920,1975-06-05,35.1,23.1,17,0,938.15,1003.65,20.25,58.5,238.5
"2344",42920,1975-06-06,34.9,23.5,20,0,937.4,1003.05,19,55,220
"2345",42920,1975-06-07,34.7,23.4,23,0,936.4,1001.9,18.6,52.5,214.5
"2346",42920,1975-06-08,35.2,23.7,28,0,936.5,1002.2,18.55,54.5,214
"2347",42920,1975-06-09,33.7,23.6,29,0,937.1,1002.8,18.35,53.5,211.5
"2348",42920,1975-06-10,34.3,21.5,22,0,937.65,1003.35,19.3,56,223.5
"2349",42920,1975-06-11,35,23.5,16,0,938.3,1003.85,17.45,47.5,200
"2350",42920,1975-06-12,35.2,21.5,13,0,937.3,1003.6,18.95,63,219
"2351",42920,1975-06-13,34.6,22.3,11,1.2,935.9,1002.1,20.05,67.5,235
"2352",42920,1975-06-14,35.8,22.2,9,2,934.5,1001.2,20.7,81.5,244.5
"2353",42920,1975-06-15,33.9,19.9,11,53.9,932.95,998.7,21.75,74,261
"2354",42920,1975-06-16,31.8,23.6,14,0,933.95,999.85,21.55,73,257
"2355",42920,1975-06-17,29.6,21.5,14,0,934.25,1000.15,20.45,67,240.5
"2356",42920,1975-06-18,30.9,22.5,13,0,932.75,998.6,20.35,67.5,239
"2357",42920,1975-06-19,31.9,21.1,11,0,931.2,997.2,20.15,70.5,236
"2358",42920,1975-06-20,31.2,21.6,15,11.1,931.5,998.2,22.05,94,265
"2359",42920,1975-06-21,24.7,22,NA,35,930.9,997.45,21.45,83,255.5
"2360",42920,1975-06-22,29.6,21.6,NA,6.2,930.25,995.75,21.1,69,250.5
"2361",42920,1975-06-23,33.1,21.7,5,3.6,931.85,997.9,21,73.5,249
"2362",42920,1975-06-24,29.3,22,13,0.4,933.45,999.5,20.95,76,248
"2363",42920,1975-06-25,29.7,22.1,14,0,932.25,998.65,20.35,76.5,239
"2364",42920,1975-06-26,28.6,22.3,11,0,933,999.5,20.5,80,241
"2365",42920,1975-06-27,28.5,22.3,11,0,935.3,1001.9,20.6,77,242.5
"2366",42920,1975-06-28,29.6,22.7,21,0,935.75,1002.4,21.1,81.5,250
"2367",42920,1975-06-29,27.3,22.1,19,0.7,935.8,1002.35,20.35,73,239
"2368",42920,1975-06-30,28.9,21.8,14,0.9,935.85,1003.05,20.5,78.5,241.5
"2369",42920,1975-07-01,27.2,22,13,3.2,936.85,1003.15,20.35,71.5,239
"2370",42920,1975-07-02,30.1,21.5,19,1.2,938.9,1005.6,21,78.5,248.5
"2371",42920,1975-07-03,30.1,21.8,18,0,938.55,1005.6,20.5,83.5,241
"2372",42920,1975-07-04,30.7,21.6,19,0,937.25,1004.05,20.35,79,239
"2373",42920,1975-07-05,26.6,21.4,15,0.1,937.35,1003.95,19.95,72.5,233
"2374",42920,1975-07-06,29.6,20.8,15,0,937,1003.05,19.9,63.5,232
"2375",42920,1975-07-07,31.3,21.8,15,0,935.3,1001.55,20.1,70.5,235
"2376",42920,1975-07-08,29.7,21.7,15,0,933.75,999.95,19.7,69,229.5
"2377",42920,1975-07-09,29.3,21.7,12,0.4,933.2,999.7,20.65,80,243.5
"2378",42920,1975-07-10,28.9,22,14,0,932.9,999.45,21.7,86.5,259.5
"2379",42920,1975-07-11,28.6,21.8,13,4.5,932.85,998.7,21.75,73.5,260
"2380",42920,1975-07-12,30.9,21.8,15,0,933.75,1000.25,21.2,81,251.5
"2381",42920,1975-07-13,30.3,21.9,16,0.6,935.1,1001.55,20.35,74,239
"2382",42920,1975-07-14,28.9,21.7,14,4.7,935.35,1001.9,21.05,82.5,249.5
"2383",42920,1975-07-15,29.2,21.3,17,3.1,935.45,1002.5,21.6,93,258
"2384",42920,1975-07-16,26.7,21.6,16,3.8,934.6,1001.4,21.65,86.5,258.5
"2385",42920,1975-07-17,26.3,21.8,18,2.9,935.05,1001.6,21.4,82.5,254.5
"2386",42920,1975-07-18,26.7,21.2,20,1,935.7,1002.1,20.9,77,247
"2387",42920,1975-07-19,27.1,21.4,16,0.9,936.3,1002.85,20.55,79.5,242
"2388",42920,1975-07-20,29.1,21.3,16,0.7,937.4,1004.45,21.4,89.5,254.5
"2389",42920,1975-07-21,27.9,20.8,13,2.8,935.95,1002.6,20.85,83.5,246.5
"2390",42920,1975-07-22,28.5,19.5,12,0.4,937.3,1003.75,19.6,70.5,228.5
"2391",42920,1975-07-23,30.7,21.7,9,0,937.85,1004.35,20.55,73.5,242
"2392",42920,1975-07-24,30,21.5,5,19.9,938.05,1004.75,21.9,84,262.5
"2393",42920,1975-07-25,30.1,20.2,6,5.6,938.25,1004.55,21.3,73.5,253
"2394",42920,1975-07-26,31.3,20,7,16,938.55,1005,22,78.5,264
"2395",42920,1975-07-27,30.5,21.3,11,0,938.6,1005.1,21,73.5,249
"2396",42920,1975-07-28,30.4,22,16,0,938.5,1005,20.4,71.5,240
"2397",42920,1975-07-29,29.8,22,17,0,939,1005.95,20.9,81.5,247
"2398",42920,1975-07-30,30.1,21.4,14,1.6,938.15,1004.9,21.85,89,262
"2399",42920,1975-07-31,26.1,21.8,11,16.6,935.4,1001.85,20.85,80,246.5
"2400",42920,1975-08-01,28.1,22,10,5.4,933.8,1000.15,21.2,79,251.5
"2401",42920,1975-08-02,28.4,21.2,12,4.6,934.65,1001.2,21.1,79.5,250.5
"2402",42920,1975-08-03,28.2,21.5,12,0,934.4,1001.3,21.25,88.5,252.5
"2403",42920,1975-08-04,28.6,21.3,12,5.4,933,999.55,21.3,85,253.5
"2404",42920,1975-08-05,28,22.1,15,4,932.9,999.55,21.2,86,252
"2405",42920,1975-08-06,26.8,21.6,8,0.3,934.2,1000.85,21.2,86,251.5
"2406",42920,1975-08-07,28.3,22,11,4.8,933.65,1000.4,22,92.5,261
"2407",42920,1975-08-08,28.7,21.6,14,4.5,931.95,998.35,21.5,85,256.5
"2408",42920,1975-08-09,28.3,21.5,12,5,931.55,998.2,21.7,90.5,259.5
"2409",42920,1975-08-10,26,21.8,16,2,932.15,998.55,21.65,84.5,258.5
"2410",42920,1975-08-11,27.1,21.7,9,5.1,932.05,998.65,22.05,90,265.5
"2411",42920,1975-08-12,26.3,21.7,20,1.5,931.15,997.8,21.65,92.5,258.5
"2412",42920,1975-08-13,25.2,20.9,17,3,929.95,996.5,21.35,88.5,254
"2413",42920,1975-08-14,25,21.6,14,4.4,930.65,997.4,21.5,93,256
"2414",42920,1975-08-15,26.7,21.5,18,4.9,933.8,1000.45,21.05,82.5,249.5
"2415",42920,1975-08-16,28.2,21.1,16,0.6,936.35,1003.05,21,83,249
"2416",42920,1975-08-17,28.5,21.2,13,1.3,937.65,1004.3,21.15,78.5,251
"2417",42920,1975-08-18,27.7,20.2,10,0.5,938.2,1005.25,20.7,83.5,244.5
"2418",42920,1975-08-19,26.9,21,12,1.3,937.95,1004.6,20.3,76,238
"2419",42920,1975-08-20,26.7,21.1,12,0.8,938.65,1005.5,20.15,76.5,236
"2420",42920,1975-08-21,27.5,19.9,14,2.7,938.5,1005.45,20.45,80.5,240.5
"2421",42920,1975-08-22,27.6,20.8,17,0,937.45,1004.3,19.1,74,219.5
"2422",42920,1975-08-23,26.7,20.7,14,0.6,937.7,1004.8,20.3,83.5,238.5
"2423",42920,1975-08-24,26.8,20.8,15,4.9,938.9,1006,20.6,82.5,242.5
"2424",42920,1975-08-25,27.8,20,11,3.2,939.4,1006.5,21.05,85.5,249.5
"2425",42920,1975-08-26,27.1,19.3,9,2.2,937.25,1004.1,20.9,82.5,247
"2426",42920,1975-08-27,27.5,20,11,0,934.45,1001.15,20.7,85,244.5
"2427",42920,1975-08-28,28.1,20.5,14,5.5,932.7,999.6,20.95,91,248
"2428",42920,1975-08-29,25.6,20.1,11,3.2,934.7,1001.4,20.35,78.5,239
"2429",42920,1975-08-30,28,18.3,7,0,935.35,1001.9,20.35,78.5,239
"2430",42920,1975-08-31,29.2,20.4,4,0,936.5,1003.1,20.95,80.5,248
"2431",42920,1975-09-01,29.7,21.6,4,3.8,936.3,1003.05,20.95,83,248
"2432",42920,1975-09-02,26.9,21.4,2,1.9,935.9,1002.6,21.5,85.5,256.5
"2433",42920,1975-09-03,29.2,20.7,10,9,937.35,1004.35,19.9,82,232
"2434",42920,1975-09-04,27.6,20.8,14,14.3,937.15,1004.55,20.6,95,242.5
"2435",42920,1975-09-05,22.9,20.2,14,26,937.6,1004.6,20.4,86.5,239.5
"2436",42920,1975-09-06,26.3,20.6,18,0.6,938.95,1006.15,19.85,82.5,231.5
"2437",42920,1975-09-07,27.3,20.3,22,4.2,938.5,1005.7,20.7,86.5,244.5
"2438",42920,1975-09-08,25.6,20.4,20,11.8,937.35,1004.65,20.05,87,234.5
"2439",42920,1975-09-09,24,20,14,7.6,935.6,1002.6,19.25,80.5,223
"2440",42920,1975-09-10,26.5,20.4,12,1,935.65,1002.35,19.75,77,230.5
"2441",42920,1975-09-11,27.6,20.3,12,0,938,1005,19.2,74.5,222.5
"2442",42920,1975-09-12,28.6,19.5,14,0,938.9,1006,18.8,75.5,215
"2443",42920,1975-09-13,28.2,19.7,8,0,939.8,1007,19.95,84.5,233.5
"2444",42920,1975-09-14,28.2,19.7,8,1.4,939.5,1006.7,19.95,81,233.5
"2445",42920,1975-09-15,27.6,16.8,10,0.3,940.05,1007.25,19.9,80,232.5
"2446",42920,1975-09-16,29.6,17.7,6,0.1,940.8,1007.7,19.2,72.5,223
"2447",42920,1975-09-17,30.2,19,6,0,942.35,1009.4,18.45,71.5,213
"2448",42920,1975-09-18,29.2,19.4,4,0,941.2,1008.15,21.8,84.5,262
"2449",42920,1975-09-19,32.2,21.6,6,0.6,940.45,1007.55,20.85,85,246.5
"2450",42920,1975-09-20,30.7,21,4,17.2,938.6,1005.15,21.1,76,251
"2451",42920,1975-09-21,30.2,20,6,0,938.75,1005.35,20.7,74.5,244.5
"2452",42920,1975-09-22,30.9,22.3,4,0,939.9,1006.8,22.45,85.5,271.5
"2453",42920,1975-09-23,32.1,22.4,4,0,939.2,1006.2,22.6,92.5,274.5
"2454",42920,1975-09-24,31.6,22,6,0.6,937.05,1003.8,21.3,81.5,253.5
"2455",42920,1975-09-25,29.9,21.5,6,0.2,936.25,1003.1,22.25,91,260.5
"2456",42920,1975-09-26,30.1,20.3,6,5.9,936.2,1002.5,20.35,74,240
"2457",42920,1975-09-27,31,21.7,8,0,936.2,1002.6,20.9,78,247
"2458",42920,1975-09-28,31.6,21.5,8,0,936.8,1003.85,21.1,89,250
"2459",42920,1975-09-29,29.6,19.7,6,24.8,935.85,1002.7,21.7,87,259.5
"2460",42920,1975-09-30,30.9,21.7,2,6.1,936.25,1003.1,22.65,93.5,275
"2461",42920,1975-10-01,29.6,21.5,4,5.6,937.95,1004.85,20.45,80.5,240.5
"2462",42920,1975-10-02,27.6,18.2,7,0,938.7,1005.65,19.6,77.5,228
"2463",42920,1975-10-03,29.2,17.4,6,0,938.35,1005.1,19.3,74,223.5
"2464",42920,1975-10-04,29.3,18.1,5,0,939.2,1006.05,20.6,79.5,243
"2465",42920,1975-10-05,30.2,18.6,6,0,939.8,1006.7,19.9,72.5,229
"2466",42920,1975-10-06,30.2,18.8,8,0,940.45,1007.25,19.85,74.5,231.5
"2467",42920,1975-10-07,29.7,18.1,7,0,940.45,1007.25,19.75,74.5,237
"2468",42920,1975-10-08,30.2,19.5,8,0,938.7,1005.35,20.5,77.5,248
"2469",42920,1975-10-09,31,18.9,7,0,937.35,1004.1,20.6,79.5,246
"2470",42920,1975-10-10,31.1,19.6,6,0,937.7,1004.5,20.7,79.5,244
"2471",42920,1975-10-11,31.9,20.3,6,0,939.35,1005.9,20.65,75.5,246.5
"2472",42920,1975-10-12,31.9,20.4,6,0,941.65,1008.3,21.5,76.5,256
"2473",42920,1975-10-13,32.1,20.9,6,0,942.45,1009.65,20.95,82,248
"2474",42920,1975-10-14,31.4,21.5,7,16.6,942.4,1008.75,17.6,59,243.5
"2475",42920,1975-10-15,32,18.3,4,0,942.25,1008.85,15.25,54.5,177.5
"2476",42920,1975-10-16,31.7,16.3,6,0,941.4,1008.15,14.2,51.5,163.5
"2477",42920,1975-10-17,32,17.2,7,0,939.65,1005.95,15.2,49,172.5
"2478",42920,1975-10-18,32.1,18.6,6,0,937.7,1004,17.25,56,197
"2479",42920,1975-10-19,31.6,21.6,7,0,936.45,1003.1,20.65,77.5,243.5
"2480",42920,1975-10-20,28.6,20.8,13,2.5,938.4,1005.55,20.95,87,248
"2481",42920,1975-10-21,28.7,17.7,7,4.6,940.45,1007.85,19.5,73,223
"2482",42920,1975-10-22,30.5,16.8,5,0,942.3,1009.25,18,66.5,206.5
"2483",42920,1975-10-23,30.6,15.8,7,0,941.7,1008.85,18.6,69.5,214
"2484",42920,1975-10-24,28.6,17.7,10,0,941.7,1008.7,18.7,71,216
"2485",42920,1975-10-25,29.8,18.6,10,0,942,1009.2,15.2,63,179.5
"2486",42920,1975-10-26,30.1,13.5,7,0,942.1,1009.05,13.1,48,151
"2487",42920,1975-10-27,30.2,17,6,0,942.3,1009.05,16.6,50,187
"2488",42920,1975-10-28,31,20.6,9,0,942.05,1008.85,18.3,64.5,210
"2489",42920,1975-10-29,31.2,21.5,8,1,941.25,1008.2,21.35,79,254.5
"2490",42920,1975-10-30,29.6,20.2,5,0,941.35,1007.75,20.9,78,247
"2491",42920,1975-10-31,30.5,19.8,4,4.3,941.25,1007.55,19.7,65.5,230.5
"2492",42920,1975-11-01,31.4,19.4,6,0,943.1,1009.9,17.95,64.5,208.5
"2493",42920,1975-11-02,29.3,14.1,5,0,943.95,1011.35,10.9,50,134
"2494",42920,1975-11-03,27.2,11.8,6,0,943,1010.7,9.1,44,115.5
"2495",42920,1975-11-04,30,9.4,5,0,942.65,1010.7,11.55,62.5,136
"2496",42920,1975-11-05,31.5,12,5,0,943.05,1010.35,11.85,47,140
"2497",42920,1975-11-06,31.4,12.2,4,0,943.6,1010.8,11.7,46,137.5
"2498",42920,1975-11-07,31.1,13.6,4,0,943.5,1010.6,10.8,42.5,130
"2499",42920,1975-11-08,31,13.3,6,0,942.05,1009.1,11.35,45,134
"2500",42920,1975-11-09,29.7,13,4,0,942.15,1009.3,9.85,42.5,122
"2501",42920,1975-11-10,29.3,10.6,6,0,942.3,1008.9,7.8,31,106
"2502",42920,1975-11-11,28.5,9.7,6,0,945.3,1013.3,3.9,33.5,82
"2503",42920,1975-11-12,29,7.5,8,0,946.05,1014.55,2.7,29.5,74
"2504",42920,1975-11-13,30,7.7,4,0,946.1,1014.05,2.65,32,74.5
"2505",42920,1975-11-14,30,8.5,6,0,945.4,1013.35,3.15,30.5,76.5
"2506",42920,1975-11-15,30.6,8.4,6,0,944.65,1012.35,5.05,33.5,87.5
"2507",42920,1975-11-16,30.1,8.3,5,0,945.75,1013.45,6.65,35,99
"2508",42920,1975-11-17,30.6,8.3,5,0,946.05,1013.8,4.2,32,82.5
"2509",42920,1975-11-18,29.6,8.6,4,0,946.55,1014.65,6.7,40,98
"2510",42920,1975-11-19,29.2,10.7,5,0,946.65,1014.5,7.55,38,104
"2511",42920,1975-11-20,29.2,11,6,0,946.25,1014.1,9,43.5,114.5
"2512",42920,1975-11-21,28.7,11.4,6,0,946.95,1014.85,9.05,44,115
"2513",42920,1975-11-22,29,10.4,7,0,946.7,1014.55,9.05,43,115
"2514",42920,1975-11-23,28,10.4,6,0,946.65,1014.65,8.45,43.5,111
"2515",42920,1975-11-24,28,7.3,6,0,945.7,1013.95,2.45,32,73
"2516",42920,1975-11-25,27.8,6.9,7,0,945.2,1013.35,3.9,33.5,81
"2517",42920,1975-11-26,28.2,7.3,6,0,945.35,1013.4,4.35,33,83.5
"2518",42920,1975-11-27,28.9,7.5,5,0,944.15,1012.3,5.2,40.5,88.5
"2519",42920,1975-11-28,27.9,8,4,0,943,1011.2,5.4,41,90
"2520",42920,1975-11-29,28,6.9,5,0,942.75,1011.05,3.65,38,79.5
"2521",42920,1975-11-30,27.7,7.4,4,0,943.2,1011.25,2.55,31,73.5
"2522",42920,1975-12-01,27.2,7.2,5,0,943.75,1012.1,3.45,37,78
"2523",42920,1975-12-02,27.9,7.2,5,0,944.1,1012.25,2.9,33.5,75
"2524",42920,1975-12-03,27.7,6.3,4,0,943.65,1011.9,0.9,29,65.5
"2525",42920,1975-12-04,29.3,7,5,0,945.25,1013.5,3.8,34,80.5
"2526",42920,1975-12-05,30.4,9,4,0,944.5,1012.4,6.55,36.5,98.5
"2527",42920,1975-12-06,31.5,11.2,5,0,944,1011.45,7.9,39,106.5
"2528",42920,1975-12-07,31,10.3,6,0,943.7,1011.2,7.85,41.5,106.5
"2529",42920,1975-12-08,31.3,8.5,4,0,943.05,1011.05,5.05,41,89
"2530",42920,1975-12-09,31.2,8.3,3,0,943.75,1011.65,2.7,31,74.5
"2531",42920,1975-12-10,29.9,8.3,3,0,944,1012,3.45,33,78.5
"2532",42920,1975-12-11,29.6,8.4,3,0,944.85,1011.8,4.95,36,86.5
"2533",42920,1975-12-12,30.3,8.5,4,0,945.15,1013.25,4.4,37,83.5
"2534",42920,1975-12-13,30.5,6.7,3,0,944.8,1012.75,1.85,30.5,70
"2535",42920,1975-12-14,30.4,8,1,0,944.8,1012.9,3.6,35.5,79
"2536",42920,1975-12-15,29,8.8,NA,0,945.75,1014.1,4.2,35.5,82.5
"2537",42920,1975-12-16,28.1,8.7,NA,0,946.7,1015.2,5.1,40,88
"2538",42920,1975-12-17,27.7,7.5,NA,0,948.1,1016.8,5.4,41,90
"2539",42920,1975-12-18,27.7,6.6,5,0,947.85,1016.4,3.7,37,79.5
"2540",42920,1975-12-19,28.4,7.6,5,0,948.05,1016.65,5.05,41.5,87.5
"2541",42920,1975-12-20,28,7.4,5,0,949,1017.95,5.85,46.5,92
"2542",42920,1975-12-21,24.8,9,6,0,949.7,1019.05,3.5,40.5,78.5
"2543",42920,1975-12-22,27.4,9.4,8,0,948.95,1017.7,2.05,33,71
"2544",42920,1975-12-23,28,6.6,7,0,947.75,1016.85,0.0499999999999999,35.5,64
"2545",42920,1975-12-24,27.2,5.8,5,0,947.8,1016.75,0.75,31.5,64.5
"2546",42920,1975-12-25,26.7,5.7,5,0,946.5,1015.45,0.5,34,63
"2547",42920,1975-12-26,25.8,5.3,6,0,946.7,1015.85,1.7,38.5,69
"2548",42920,1975-12-27,26.9,5.2,6,0,947.05,1016.05,3.7,41,80
"2549",42920,1975-12-28,27,7.4,1,0,946.6,1013.65,3,36,75.5
"2550",42920,1975-12-29,26.7,7.7,0,0,945.3,1014.1,3,37.5,75.5
"2551",42920,1975-12-30,26.5,6.4,4,0,945.2,1014.15,2.15,37.5,71.5
"2552",42920,1975-12-31,26.6,6.6,5,0,946.25,1015.25,4.9,44.5,86.5
"2553",42920,1976-01-01,26.5,7.4,5,0,947.3,1016,5.85,45.5,92.5
"2554",42920,1976-01-02,28.5,9.5,5,0,945.25,1013.75,7.8,47.5,106
"2555",42920,1976-01-03,29,11,6,0,944.4,1012.45,7.95,46,107
"2556",42920,1976-01-04,28.6,10.3,5,0,945.1,1013.35,8.1,48.5,108
"2557",42920,1976-01-05,28.7,10,6,0,946.55,1014.8,7.95,47.5,107
"2558",42920,1976-01-06,28.2,9.6,NA,0,945.9,1014,7.3,49,102
"2559",42920,1976-01-07,28,10.6,NA,0,944.8,1013.15,7.05,46,100.5
"2560",42920,1976-01-08,27.6,9.3,6,0,945.65,1014.05,6.35,45,96
"2561",42920,1976-01-09,27.9,10.2,2,0,945.55,1014.05,6.6,45,97.5
"2562",42920,1976-01-10,28.5,9,5,0,945.45,1013.85,6.5,43,96.5
"2563",42920,1976-01-11,27.9,9.6,2,0,946.35,1014.8,6,43,93.5
"2564",42920,1976-01-12,27.6,7.7,6,0,945.6,1014.05,4.85,37.5,86.5
"2565",42920,1976-01-13,28.1,8.8,5,0,946.15,1015,5.5,45,90
"2566",42920,1976-01-14,28,10,4,0,946.85,1015.2,7.2,47.5,101.5
"2567",42920,1976-01-15,27.9,10.5,5,0,945.9,1014.1,7.3,45.5,102
"2568",42920,1976-01-16,29.2,12.2,10,0,943.3,1011.45,7.5,47,103.5
"2569",42920,1976-01-17,28.3,13.6,8,0,943.45,1012,6.25,47,96
"2570",42920,1976-01-18,25.5,5.5,9,0,944.4,1013.25,2.4,41.5,73
"2571",42920,1976-01-19,26.6,7.5,5,0,945.6,1014.55,4.65,43.5,85
"2572",42920,1976-01-20,26.3,7.3,5,0,946.15,1014.85,4.3,40.5,83
"2573",42920,1976-01-21,26.3,8.6,5,0,946.85,1015.55,3.4,36,78
"2574",42920,1976-01-22,25.5,6.8,6,0,947.85,1016.8,1.4,33.5,67.5
"2575",42920,1976-01-23,27,7.3,6,0,947.85,1016.45,0.6,29.5,64
"2576",42920,1976-01-24,27.5,7.6,5,0,946.6,1015.1,1.9,33.5,70.5
"2577",42920,1976-01-25,29.8,8.5,5,0,945.7,1013.8,3.7,35,79.5
